Id,SalePrice
1564,164800.9
1565,159664.4
1566,209773.33333333334
1567,94440.3
1568,234841.43333333332
1569,153440.0
1570,141438.33333333334
1571,120893.33333333333
1572,141318.33333333334
1573,241613.3
1574,136472.33333333334
1575,231449.33333333334
1576,231969.26666666666
1577,196650.13333333333
1578,149880.13333333333
1579,145150.13333333333
1580,184100.8
1581,152266.2
1582,124493.33333333333
1583,300865.23333333334
1584,242319.26666666666
1585,138316.66666666666
1586,90930.0
1587,111966.66666666667
1588,140953.33333333334
1589,109076.43333333333
1590,128920.66666666667
1591,109338.6
1592,109664.46666666666
1593,117618.33333333333
1594,159830.36666666667
1595,130636.66666666667
1596,217361.66666666666
1597,195300.0
1598,186153.76666666666
1599,192720.0
1600,183175.53333333333
1601,76794.43333333333
1602,115811.06666666667
1603,101383.36666666667
1604,271822.6
1605,245560.23333333334
1606,159470.0
1607,161613.26666666666
1608,217592.96666666667
1609,188916.13333333333
1610,175759.5
1611,139631.66666666666
1612,193930.3
1613,169152.33333333334
1614,136719.53333333333
1615,91163.33333333333
1616,88913.33333333333
1617,90046.66666666667
1618,125247.5
1619,139497.16666666666
1620,202659.6
1621,145813.33333333334
1622,137169.2
1623,259392.76666666666
1624,222921.53333333333
1625,139190.26666666666
1626,156211.66666666666
1627,194875.6
1628,249469.5
1629,168790.0
1630,354230.26666666666
1631,200246.86666666667
1632,235459.66666666666
1633,184388.9
1634,189506.66666666666
1635,184957.73333333334
1636,159540.0
1637,190407.66666666666
1638,208809.0
1639,179035.16666666666
1640,236217.63333333333
1641,173611.66666666666
1642,227451.0
1643,223196.96666666667
1644,227215.93333333332
1645,189010.0
1646,157970.0
1647,156235.66666666666
1648,137248.33333333334
1649,140875.0
1650,125821.1
1651,127535.26666666666
1652,95396.66666666667
1653,101026.66666666667
1654,146805.0
1655,145421.66666666666
1656,143975.0
1657,148443.33333333334
1658,162772.33333333334
1659,121728.63333333333
1660,171446.0
1661,434489.9
1662,348096.5333333333
1663,389844.06666666665
1664,451133.2
1665,318198.8
1666,337151.3333333333
1667,325306.76666666666
1668,342586.9
1669,283865.3
1670,399202.63333333336
1671,283150.86666666664
1672,387668.4
1673,296617.1
1674,241407.3
1675,197873.33333333334
1676,203833.1
1677,218429.13333333333
1678,424048.06666666665
1679,356778.2
1680,345522.23333333334
1681,241683.16666666666
1682,339742.1666666667
1683,189807.33333333334
1684,176895.0
1685,180422.33333333334
1686,171391.33333333334
1687,171704.73333333334
1688,204029.56666666668
1689,194628.66666666666
1690,191458.83333333334
1691,183913.33333333334
1692,247669.16666666666
1693,171077.23333333334
1694,182044.46666666667
1695,168402.13333333333
1696,241408.43333333332
1697,176626.66666666666
1698,318020.1666666667
1699,302145.9
1700,255708.3
1701,262420.6666666667
1702,250192.43333333332
1703,251034.5
1704,290900.8
1705,240331.0
1706,394137.5333333333
1707,226677.33333333334
1708,227487.9
1709,264624.43333333335
1710,224345.86666666667
1711,265623.0333333333
1712,258327.6
1713,269760.4
1714,213718.53333333333
1715,200805.0
1716,186638.76666666666
1717,175073.0
1718,141680.0
1719,218486.33333333334
1720,239441.23333333334
1721,169730.8
1722,140921.66666666666
1723,162849.26666666666
1724,209407.66666666666
1725,247100.33333333334
1726,191416.1
1727,176564.06666666668
1728,189679.16666666666
1729,163940.56666666668
1730,149222.83333333334
1731,127018.6
1732,135716.1
1733,126808.33333333333
1734,133403.33333333334
1735,161627.46666666667
1736,118698.33333333333
1737,289438.4666666667
1738,216825.93333333332
1739,262685.4666666667
1740,223736.1
1741,206414.6
1742,177986.66666666666
1743,172183.33333333334
1744,320061.86666666664
1745,206380.83333333334
1746,197059.5
1747,209846.66666666666
1748,215586.8
1749,153706.66666666666
1750,137871.66666666666
1751,242586.4
1752,119395.0
1753,145166.66666666666
1754,194991.66666666666
1755,171201.06666666668
1756,115272.2
1757,121668.6
1758,150301.66666666666
1759,161256.66666666666
1760,159240.0
1761,148652.9
1762,193393.33333333334
1763,166130.0
1764,127596.66666666667
1765,162395.0
1766,172470.0
1767,238177.73333333334
1768,151488.33333333334
1769,160876.66666666666
1770,157106.66666666666
1771,142703.33333333334
1772,143237.5
1773,134543.66666666666
1774,153670.0
1775,133351.93333333332
1776,120248.7
1777,112551.66666666667
1778,139126.43333333332
1779,117291.93333333333
1780,183920.33333333334
1781,130512.53333333334
1782,104159.16666666667
1783,139514.3
1784,105825.0
1785,122911.5
1786,160731.66666666666
1787,154610.76666666666
1788,95719.86666666667
1789,113096.66666666667
1790,93521.86666666667
1791,188050.83333333334
1792,149906.66666666666
1793,139875.0
1794,139570.0
1795,137014.76666666666
1796,159458.33333333334
1797,118076.43333333333
1798,131461.06666666668
1799,112628.7
1800,141368.56666666668
1801,124994.16666666667
1802,134555.0
1803,152983.33333333334
1804,146872.1
1805,138223.33333333334
1806,137064.16666666666
1807,142820.0
1808,132226.66666666666
1809,140481.6
1810,136653.33333333334
1811,112926.66666666667
1812,115908.33333333333
1813,125993.33333333333
1814,94138.1
1815,72904.06666666667
1816,99854.7
1817,139965.4
1818,151025.7
1819,130071.2
1820,99565.7
1821,120936.66666666667
1822,148747.03333333333
1823,80993.33333333333
1824,128266.66666666667
1825,126395.13333333333
1826,121778.33333333333
1827,102075.0
1828,128840.0
1829,109642.36666666667
1830,141046.13333333333
1831,138146.76666666666
1832,131516.66666666666
1833,132375.83333333334
1834,130242.76666666666
1835,151545.0
1836,129196.66666666667
1837,106934.6
1838,132328.3
1839,102761.1
1840,166449.86666666667
1841,146809.53333333333
1842,93016.66666666667
1843,147952.73333333334
1844,140938.66666666666
1845,159162.83333333334
1846,156448.33333333334
1847,153664.86666666667
1848,79958.33333333333
1849,122211.66666666667
1850,123210.0
1851,152684.16666666666
1852,125770.26666666666
1853,156460.0
1854,173786.66666666666
1855,184748.0
1856,223203.33333333334
1857,175103.1
1858,140116.83333333334
1859,122100.0
1860,165340.53333333333
1861,121482.6
1862,260665.43333333332
1863,256202.4
1864,256202.4
1865,341002.5333333333
1866,350266.06666666665
1867,226336.36666666667
1868,321345.13333333336
1869,204341.83333333334
1870,233834.16666666666
1871,263292.7
1872,178678.93333333332
1873,220736.73333333334
1874,144256.66666666666
1875,203499.0
1876,198066.86666666667
1877,217886.0
1878,229345.8
1879,140667.0
1880,131981.66666666666
1881,242621.36666666667
1882,259583.43333333332
1883,195028.33333333334
1884,217697.36666666667
1885,238882.5
1886,291321.6666666667
1887,198990.0
1888,266509.5333333333
1889,183533.73333333334
1890,131122.73333333334
1891,143987.66666666666
1892,113016.66666666667
1893,139722.5
1894,134570.33333333334
1895,140822.26666666666
1896,123316.66666666667
1897,119291.43333333333
1898,112000.0
1899,137013.33333333334
1900,133296.66666666666
1901,146738.63333333333
1902,145921.66666666666
1903,202035.33333333334
1904,134552.66666666666
1905,178346.66666666666
1906,154419.4
1907,165628.33333333334
1908,123633.33333333333
1909,136393.33333333334
1910,127320.0
1911,200693.33333333334
1912,258913.33333333334
1913,162914.66666666666
1914,85529.03333333334
1915,307235.93333333335
1916,94932.03333333334
1917,263595.0333333333
1918,140153.33333333334
1919,155495.33333333334
1920,155961.66666666666
1921,389959.3333333333
1922,332270.8
1923,201464.83333333334
1924,233810.73333333334
1925,211579.93333333332
1926,367606.23333333334
1927,143141.66666666666
1928,145891.66666666666
1929,120725.3
1930,133507.83333333334
1931,151828.66666666666
1932,139987.9
1933,190603.33333333334
1934,178894.46666666667
1935,173990.6
1936,185031.66666666666
1937,183873.33333333334
1938,173095.66666666666
1939,241987.3
1940,192303.33333333334
1941,176290.0
1942,186298.93333333332
1943,201916.66666666666
1944,314894.13333333336
1945,380589.63333333336
1946,170414.2
1947,306225.3
1948,180042.46666666667
1949,240950.0
1950,169915.0
1951,246369.13333333333
1952,221913.33333333334
1953,177005.0
1954,188949.5
1955,141222.83333333334
1956,251048.33333333334
1957,153356.83333333334
1958,285722.4
1959,134346.23333333334
1960,120181.66666666667
1961,124513.33333333333
1962,95153.33333333333
1963,104971.66666666667
1964,112733.33333333333
1965,138555.0
1966,137227.8
1967,294554.86666666664
1968,392831.06666666665
1969,365887.0
1970,385954.4
1971,350128.7
1972,333437.3
1973,279785.2
1974,312449.4666666667
1975,420903.6666666667
1976,279552.1
1977,364516.4666666667
1978,323870.56666666665
1979,331933.56666666665
1980,208071.7
1981,324097.43333333335
1982,236587.06666666668
1983,227898.7
1984,170556.66666666666
1985,214294.43333333332
1986,215258.3
1987,183410.0
1988,180458.13333333333
1989,200706.06666666668
1990,221909.5
1991,218925.33333333334
1992,201700.0
1993,173795.5
1994,233136.36666666667
1995,192788.9
1996,284451.8
1997,304805.6666666667
1998,341140.0
1999,269300.1666666667
2000,284840.36666666664
2001,277376.3333333333
2002,229482.6
2003,257825.1
2004,268565.73333333334
2005,240337.96666666667
2006,222973.2
2007,248855.73333333334
2008,217467.53333333333
2009,202738.33333333334
2010,195165.5
2011,141249.16666666666
2012,180423.76666666666
2013,191093.26666666666
2014,202585.5
2015,209293.33333333334
2016,201236.66666666666
2017,203843.33333333334
2018,145154.4
2019,142431.66666666666
2020,123748.8
2021,119623.33333333333
2022,171161.66666666666
2023,143113.83333333334
2024,261705.6
2025,338198.06666666665
2026,183435.0
2027,158046.4
2028,150984.56666666668
2029,173387.73333333334
2030,290195.93333333335
2031,233066.06666666668
2032,252664.03333333333
2033,272227.4666666667
2034,174164.46666666667
2035,218088.86666666667
2036,174660.0
2037,171913.33333333334
2038,266257.8333333333
2039,225862.7
2040,297425.0
2041,251622.33333333334
2042,198445.0
2043,158193.33333333334
2044,183275.0
2045,196029.0
2046,139608.66666666666
2047,143191.66666666666
2048,152397.5
2049,135805.8
2050,171576.83333333334
2051,118635.0
2052,131166.06666666668
2053,149437.5
2054,99000.0
2055,158488.33333333334
2056,152816.66666666666
2057,132510.83333333334
2058,211283.33333333334
2059,142338.33333333334
2060,151340.83333333334
2061,159280.0
2062,138905.0
2063,116118.33333333333
2064,138505.0
2065,122596.23333333334
2066,165172.13333333333
2067,147459.6
2068,131494.73333333334
2069,94143.0
2070,113535.0
2071,109872.03333333334
2072,122048.33333333333
2073,147284.16666666666
2074,179589.7
2075,150221.23333333334
2076,115591.63333333333
2077,158512.5
2078,130845.0
2079,133598.33333333334
2080,113220.0
2081,119829.43333333333
2082,150496.83333333334
2083,135710.0
2084,106610.0
2085,118640.0
2086,130416.66666666667
2087,122210.13333333333
2088,114713.33333333333
2089,95893.7
2090,141235.83333333334
2091,131196.0
2092,124005.06666666667
2093,126466.66666666667
2094,133178.33333333334
2095,136013.33333333334
2096,89200.36666666667
2097,104585.83333333333
2098,130166.66666666667
2099,78371.1
2100,119713.33333333333
2101,137354.66666666666
2102,132898.63333333333
2103,113826.93333333333
2104,130675.46666666666
2105,142403.33333333334
2106,84900.73333333334
2107,190945.96666666667
2108,120565.0
2109,111332.83333333333
2110,111597.76666666666
2111,138600.0
2112,136410.0
2113,121543.33333333333
2114,116949.16666666667
2115,153851.66666666666
2116,110484.33333333333
2117,140852.2
2118,124370.0
2119,123382.96666666666
2120,132538.33333333334
2121,107266.1
2122,109658.33333333333
2123,97645.83333333333
2124,146313.33333333334
2125,125796.5
2126,151607.73333333334
2127,146581.76666666666
2128,138272.5
2129,104702.33333333333
2130,132844.76666666666
2131,141163.33333333334
2132,117419.33333333333
2133,113895.0
2134,125676.66666666667
2135,98143.46666666666
2136,90651.66666666667
2137,124124.56666666667
2138,140566.66666666666
2139,147726.96666666667
2140,140311.66666666666
2141,143330.0
2142,147600.0
2143,138651.33333333334
2144,137943.93333333332
2145,146049.16666666666
2146,157503.33333333334
2147,175991.96666666667
2148,124064.16666666667
2149,139990.43333333332
2150,210811.66666666666
2151,109403.33333333333
2152,180432.6
2153,166908.33333333334
2154,119893.33333333333
2155,142149.76666666666
2156,281200.3
2157,233958.93333333332
2158,241608.33333333334
2159,200335.13333333333
2160,184788.86666666667
2161,245227.86666666667
2162,358836.9666666667
2163,348730.6
2164,246488.3
2165,180469.16666666666
2166,144476.66666666666
2167,214203.3
2168,208905.0
2169,200596.66666666666
2170,222073.33333333334
2171,145763.5
2172,136775.26666666666
2173,160546.66666666666
2174,224663.26666666666
2175,279726.6666666667
2176,318563.63333333336
2177,242342.93333333332
2178,223582.16666666666
2179,149990.0
2180,221849.13333333333
2181,198160.56666666668
2182,225205.83333333334
2183,198859.16666666666
2184,127000.0
2185,142179.26666666666
2186,137361.1
2187,147095.0
2188,160273.56666666668
2189,230608.4
2190,89909.33333333333
2191,91903.33333333333
2192,111274.16666666667
2193,115092.5
2194,106735.83333333333
2195,130093.33333333333
2196,110153.6
2197,116191.66666666667
2198,135235.0
2199,178528.33333333334
2200,136396.66666666666
2201,136749.56666666668
2202,194578.33333333334
2203,172651.76666666666
2204,174343.33333333334
2205,121703.33333333333
2206,125652.53333333334
2207,205924.13333333333
2208,226150.0
2209,186853.06666666668
2210,131680.83333333334
2211,104930.0
2212,120083.46666666666
2213,98335.0
2214,139503.2
2215,118469.4
2216,146865.0
2217,87673.46666666666
2218,110566.0
2219,99807.66666666667
2220,94586.66666666667
2221,310719.26666666666
2222,273189.26666666666
2223,283540.4666666667
2224,215823.86666666667
2225,136035.26666666666
2226,186987.66666666666
2227,194777.63333333333
2228,269839.3
2229,246660.9
2230,164442.5
2231,215680.9
2232,181531.4
2233,191956.66666666666
2234,243758.33333333334
2235,244392.5
2236,271028.93333333335
2237,338503.5
2238,211940.43333333332
2239,136670.0
2240,167513.33333333334
2241,157445.93333333332
2242,135415.33333333334
2243,129883.33333333333
2244,120098.33333333333
2245,125556.66666666667
2246,146465.0
2247,109835.0
2248,121065.0
2249,130065.0
2250,129453.63333333333
2251,136251.43333333332
2252,169963.33333333334
2253,164315.13333333333
2254,180536.66666666666
2255,190825.93333333332
2256,182776.66666666666
2257,220608.26666666666
2258,168260.06666666668
2259,179203.33333333334
2260,151188.33333333334
2261,177037.0
2262,210549.6
2263,338100.86666666664
2264,397897.9666666667
2265,156413.56666666668
2266,276367.0
2267,386650.3
2268,362533.1
2269,149193.33333333334
2270,197564.16666666666
2271,216693.33333333334
2272,225076.66666666666
2273,172121.06666666668
2274,185093.33333333334
2275,175996.66666666666
2276,174103.33333333334
2277,175472.23333333334
2278,137644.16666666666
2279,136632.06666666668
2280,120003.9
2281,199325.06666666668
2282,206138.13333333333
2283,102300.0
2284,123855.0
2285,139588.63333333333
2286,130585.0
2287,350388.5333333333
2288,282202.23333333334
2289,337448.76666666666
2290,385570.56666666665
2291,326268.0333333333
2292,420871.2
2293,440937.8333333333
2294,314733.43333333335
2295,414372.2
2296,247523.16666666666
2297,315691.0333333333
2298,349392.0333333333
2299,334902.36666666664
2300,301396.5
2301,304069.2
2302,249124.0
2303,227949.06666666668
2304,237959.8
2305,198632.86666666667
2306,198799.53333333333
2307,196565.4
2308,217823.1
2309,284462.0333333333
2310,224833.36666666667
2311,202539.26666666666
2312,173228.66666666666
2313,181574.9
2314,172898.66666666666
2315,180344.16666666666
2316,182216.63333333333
2317,184330.66666666666
2318,177278.3
2319,170268.66666666666
2320,180655.53333333333
2321,222132.5
2322,168399.86666666667
2323,177947.06666666668
2324,183147.5
2325,209527.86666666667
2326,178974.93333333332
2327,211926.66666666666
2328,218817.0
2329,184019.96666666667
2330,182386.66666666666
2331,353215.43333333335
2332,319306.0
2333,290662.26666666666
2334,259492.03333333333
2335,283495.06666666665
2336,316622.8333333333
2337,206133.56666666668
2338,257335.43333333332
2339,230702.9
2340,359566.73333333334
2341,242010.56666666668
2342,226345.2
2343,221443.6
2344,228312.33333333334
2345,225604.53333333333
2346,214630.26666666666
2347,209984.4
2348,228877.03333333333
2349,165968.5
2350,277350.7
2351,260948.33333333334
2352,244364.1
2353,277375.9
2354,140021.66666666666
2355,159944.03333333333
2356,156046.66666666666
2357,208254.3
2358,208261.66666666666
2359,131646.66666666666
2360,123031.9
2361,144480.0
2362,272887.5
2363,152070.0
2364,177931.56666666668
2365,225282.66666666666
2366,202649.06666666668
2367,223346.66666666666
2368,210710.4
2369,211235.3
2370,176729.33333333334
2371,172606.66666666666
2372,199862.76666666666
2373,258253.66666666666
2374,290617.1666666667
2375,240479.66666666666
2376,281060.0
2377,298027.56666666665
2378,141215.83333333334
2379,183151.66666666666
2380,139190.0
2381,163605.0
2382,177823.03333333333
2383,208861.66666666666
2384,230172.86666666667
2385,155728.33333333334
2386,147823.33333333334
2387,149858.33333333334
2388,107282.13333333333
2389,129452.53333333334
2390,147302.76666666666
2391,147561.43333333332
2392,115413.36666666667
2393,154930.0
2394,151713.8
2395,205920.0
2396,150997.73333333334
2397,219908.33333333334
2398,130005.83333333333
2399,76603.0
2400,88355.0
2401,116601.83333333333
2402,132810.0
2403,133317.16666666666
2404,154361.06666666668
2405,160530.0
2406,139365.23333333334
2407,124076.1
2408,158748.33333333334
2409,135556.06666666668
2410,153226.66666666666
2411,127838.33333333333
2412,159193.33333333334
2413,137153.6
2414,131342.5
2415,130023.33333333333
2416,122145.0
2417,134186.6
2418,125105.83333333333
2419,128980.26666666666
2420,130675.43333333333
2421,145530.83333333334
2422,121689.03333333334
2423,136131.33333333334
2424,143417.76666666666
2425,237317.66666666666
2426,120107.33333333333
2427,151735.66666666666
2428,168461.83333333334
2429,129225.26666666666
2430,131347.5
2431,115116.1
2432,143695.0
2433,143691.93333333332
2434,146826.66666666666
2435,144130.0
2436,120659.06666666667
2437,114848.33333333333
2438,132376.1
2439,118975.2
2440,120476.66666666667
2441,108893.33333333333
2442,104974.66666666667
2443,109145.0
2444,126946.7
2445,105476.13333333333
2446,126260.0
2447,190673.36666666667
2448,151857.6
2449,120186.66666666667
2450,142866.66666666666
2451,135261.8
2452,196144.66666666666
2453,100996.66666666667
2454,148659.3
2455,116225.36666666667
2456,125622.76666666666
2457,129093.46666666666
2458,111813.46666666666
2459,111992.66666666667
2460,137661.23333333334
2461,116573.33333333333
2462,130596.66666666667
2463,116369.76666666666
2464,168164.16666666666
2465,137999.16666666666
2466,110276.66666666667
2467,147171.16666666666
2468,94565.83333333333
2469,97980.73333333334
2470,172653.1
2471,180942.26666666666
2472,145810.0
2473,134997.53333333333
2474,115353.33333333333
2475,197973.33333333334
2476,116528.33333333333
2477,132754.56666666668
2478,146997.9
2479,123031.4
2480,158507.76666666666
2481,140890.0
2482,136720.0
2483,123990.0
2484,121373.33333333333
2485,132624.7
2486,147190.0
2487,212829.0
2488,139940.0
2489,144379.4
2490,156436.66666666666
2491,92131.2
2492,169452.73333333334
2493,169287.5
2494,149833.06666666668
2495,116093.33333333333
2496,193625.43333333332
2497,153850.0
2498,110883.6
2499,108723.8
2500,152280.0
2501,126492.5
2502,148498.3
2503,111786.66666666667
2504,189428.33333333334
2505,216245.9
2506,246352.9
2507,293440.26666666666
2508,245147.66666666666
2509,223436.13333333333
2510,211830.0
2511,189108.93333333332
2512,221230.8
2513,209113.33333333334
2514,225633.9
2515,145301.66666666666
2516,173406.33333333334
2517,148862.23333333334
2518,149155.0
2519,238806.2
2520,207228.7
2521,201786.66666666666
2522,227090.1
2523,135138.66666666666
2524,136069.93333333332
2525,144275.33333333334
2526,136788.76666666666
2527,135148.33333333334
2528,127675.0
2529,137128.33333333334
2530,134307.93333333332
2531,254302.2
2532,221234.23333333334
2533,206315.43333333332
2534,233141.33333333334
2535,292844.93333333335
2536,230580.0
2537,243405.8
2538,180613.16666666666
2539,192573.0
2540,181125.43333333332
2541,179813.33333333334
2542,178536.5
2543,148638.13333333333
2544,121301.66666666667
2545,127133.33333333333
2546,137586.33333333334
2547,138691.23333333334
2548,165375.5
2549,170066.9
2550,436770.6666666667
2551,143596.33333333334
2552,122673.33333333333
2553,102436.66666666667
2554,114225.16666666667
2555,107976.66666666667
2556,108929.43333333333
2557,118120.83333333333
2558,171516.26666666666
2559,134411.66666666666
2560,130055.0
2561,132930.0
2562,143706.66666666666
2563,151870.96666666667
2564,178158.33333333334
2565,147696.66666666666
2566,175041.66666666666
2567,161565.46666666667
2568,182298.7
2569,187730.73333333334
2570,128576.66666666667
2571,206736.66666666666
2572,154733.66666666666
2573,211800.56666666668
2574,240200.03333333333
2575,141213.36666666667
2576,133770.5
2577,157255.6
2578,98699.33333333333
2579,96424.06666666667
2580,134481.76666666666
2581,133494.66666666666
2582,113967.66666666667
2583,254462.03333333333
2584,166316.23333333334
2585,203863.6
2586,229899.6
2587,186842.33333333334
2588,153263.33333333334
2589,151245.33333333334
2590,220145.26666666666
2591,208179.33333333334
2592,214001.16666666666
2593,247065.9
2594,170581.2
2595,210910.53333333333
2596,309610.63333333336
2597,208872.76666666666
2598,253796.8
2599,333969.93333333335
2600,166277.93333333332
2601,151053.43333333332
2602,90283.33333333333
2603,118660.0
2604,88866.66666666667
2605,90765.83333333333
2606,167527.46666666667
2607,179132.03333333333
2608,209206.66666666666
2609,166391.06666666668
2610,108328.63333333333
2611,152290.0
2612,157941.23333333334
2613,142030.0
2614,129681.66666666667
2615,143976.66666666666
2616,149581.66666666666
2617,178410.36666666667
2618,203992.1
2619,191197.83333333334
2620,190003.33333333334
2621,179480.0
2622,182443.33333333334
2623,256843.9
2624,287424.9666666667
2625,264519.5333333333
2626,162075.73333333334
2627,168705.0
2628,403282.63333333336
2629,461131.2
2630,315050.9
2631,413658.0
2632,372843.7
2633,317393.0333333333
2634,371694.86666666664
2635,153791.06666666668
2636,186161.76666666666
2637,197849.0
2638,239904.53333333333
2639,181179.16666666666
2640,153356.66666666666
2641,105327.56666666667
2642,207505.2
2643,100583.33333333333
2644,134516.1
2645,106565.83333333333
2646,96353.33333333333
2647,102600.0
2648,136615.0
2649,139871.66666666666
2650,128991.13333333333
2651,145050.0
2652,363290.9
2653,243369.26666666666
2654,288887.1
2655,383129.2
2656,308733.6
2657,317029.3333333333
2658,279655.23333333334
2659,279324.1
2660,303413.2
2661,367164.9
2662,332793.26666666666
2663,275530.9
2664,285478.7
2665,304240.5333333333
2666,285597.1
2667,173028.5
2668,175163.0
2669,183146.73333333334
2670,267860.9666666667
2671,178193.9
2672,181906.43333333332
2673,207683.66666666666
2674,205979.73333333334
2675,165653.0
2676,189788.3
2677,187172.96666666667
2678,234701.7
2679,280541.5
2680,277294.6
2681,341703.0333333333
2682,299221.2
2683,420976.4
2684,298178.6666666667
2685,296955.1666666667
2686,267915.1
2687,307456.7
2688,221440.53333333333
2689,204644.6
2690,380644.9
2691,194217.83333333334
2692,147696.66666666666
2693,210682.96666666667
2694,137476.66666666666
2695,195330.83333333334
2696,190970.76666666666
2697,187142.83333333334
2698,197696.66666666666
2699,183476.33333333334
2700,165741.83333333334
2701,167920.13333333333
2702,117536.8
2703,132107.3
2704,137238.33333333334
2705,128701.66666666667
2706,127191.66666666667
2707,137735.0
2708,134506.66666666666
2709,116393.33333333333
2710,134316.93333333332
2711,248590.0
2712,326366.56666666665
2713,168884.33333333334
2714,149655.46666666667
2715,172861.1
2716,165414.9
2717,207350.5
2718,235590.6
2719,163643.33333333334
2720,151738.33333333334
2721,136471.66666666666
2722,170368.33333333334
2723,156959.2
2724,139445.0
2725,141634.16666666666
2726,145738.33333333334
2727,166708.33333333334
2728,163730.0
2729,158269.63333333333
2730,141518.33333333334
2731,115705.0
2732,123511.43333333333
2733,150383.33333333334
2734,151400.26666666666
2735,133046.66666666666
2736,160060.0
2737,128025.0
2738,135243.6
2739,153270.0
2740,132652.3
2741,147823.33333333334
2742,156265.0
2743,148006.66666666666
2744,145379.66666666666
2745,146431.66666666666
2746,142927.5
2747,149379.53333333333
2748,133578.33333333334
2749,125102.33333333333
2750,138635.46666666667
2751,136625.83333333334
2752,186032.33333333334
2753,135717.5
2754,241914.66666666666
2755,132297.73333333334
2756,112692.0
2757,86066.66666666667
2758,98745.0
2759,147170.0
2760,129203.96666666666
2761,150021.23333333334
2762,148626.66666666666
2763,172601.66666666666
2764,151347.26666666666
2765,219386.66666666666
2766,134826.93333333332
2767,91106.66666666667
2768,139650.16666666666
2769,135576.1
2770,141115.0
2771,126626.66666666667
2772,119908.63333333333
2773,160265.0
2774,138863.33333333334
2775,131610.0
2776,129477.63333333333
2777,140201.0
2778,123203.33333333333
2779,136868.33333333334
2780,103176.0
2781,98041.7
2782,107603.33333333333
2783,101205.83333333333
2784,125700.0
2785,144140.0
2786,73334.06666666667
2787,123195.0
2788,86960.36666666667
2789,159613.5
2790,97677.13333333333
2791,126699.43333333333
2792,86336.43333333333
2793,166045.83333333334
2794,122852.5
2795,117751.66666666667
2796,97656.0
2797,187233.33333333334
2798,111842.53333333334
2799,114489.36666666667
2800,89950.36666666667
2801,112758.33333333333
2802,128126.1
2803,151500.16666666666
2804,141328.53333333333
2805,104045.0
2806,85988.13333333333
2807,155356.66666666666
2808,147611.66666666666
2809,135175.86666666667
2810,141241.66666666666
2811,145073.33333333334
2812,147938.56666666668
2813,170727.4
2814,162241.86666666667
2815,116913.33333333333
2816,183112.9
2817,145072.9
2818,125575.86666666667
2819,177829.5
2820,146596.66666666666
2821,120620.0
2822,168174.4
2823,275040.0
2824,187225.0
2825,156019.6
2826,136434.76666666666
2827,134290.0
2828,244601.0
2829,177239.66666666666
2830,212653.33333333334
2831,197012.63333333333
2832,254747.23333333334
2833,289345.63333333336
2834,227056.96666666667
2835,227703.83333333334
2836,215646.33333333334
2837,158144.4
2838,150221.83333333334
2839,199284.06666666668
2840,186127.4
2841,205156.66666666666
2842,220316.66666666666
2843,146078.56666666668
2844,148026.66666666666
2845,118131.93333333333
2846,207980.0
2847,198191.66666666666
2848,209441.66666666666
2849,218253.66666666666
2850,250113.43333333332
2851,232547.5
2852,223342.33333333334
2853,255846.73333333334
2854,136700.0
2855,207590.0
2856,209025.0
2857,195748.7
2858,196351.06666666668
2859,133213.3
2860,125068.66666666667
2861,137122.26666666666
2862,208346.6
